gene_id,Cont_JSY,Cont_LCM,Cont_LMH,Cont_LSA,Cont_T13008,IJHC1203,IJHC1215,IJHC1219,IJHC1231,T17012,T17013,T17015,T17019 
102723838,0,0,0,0,0,0,0,0,0,0,0,0,0
102723831,0,0,0,0,0,0,0,0,0,0,0,0,0
102723833,0,0,0,0,0,0,0,0,0,0,0,0,0
390113,0,0,0,0,0,0,0,0,0,0,0,0,0
286411,15,19,30,16,51,26,23,18,53,12,15,7,34
286410,4212,3462,3785,4303,3570,4128,4013,3531,5438,4091,4580,4288,4347
6310,7176,7145,8403,7074,6640,8223,9053,6582,6263,7500,10756,8563,3190
6311,4657,3735,4557,3993,3566,3474,4348,3290,4553,3275,3700,3537,3551
6317,0,0,0,0,0,0,0,0,0,0,0,0,0
6314,2196,1728,1706,1859,1604,1678,2218,1606,2386,1826,1902,2099,2160
6315,0,0,0,0,0,0,0,0,0,0,0,0,0
6318,17,9,0,0,0,0,0,3,9,0,0,0,6
6319,17279,12770,18049,13987,15543,21611,17218,13817,18389,15891,19452,18420,18076
139716,39,21,52,57,41,37,67,42,81,60,55,53,31
203569,0,0,0,0,0,0,0,0,0,0,0,0,0
390732,0,0,0,0,0,0,0,0,0,0,0,0,0
203562,14,6,7,5,3,3,5,0,0,6,0,0,10
10129,1337,1083,908,521,375,865,627,594,440,629,911,549,741
10128,5897,4775,4895,5721,5567,6116,6717,4887,8568,5693,5900,6088,6743
10123,4702,4775,3511,6392,3160,9070,3730,3816,2124,6150,12173,6165,7873
10121,13047,9765,12570,13939,11006,14000,11641,9821,16847,11955,13277,11876,9935
10120,4428,3078,4219,4594,3900,4208,3668,2875,4820,3341,3540,3350,2940
10127,2077,1472,1854,1746,1651,1737,2106,1453,2114,1515,1698,1651,2019
10126,1669,1389,1573,1515,1259,1299,1334,940,1236,1117,1251,1210,1246
10125,317,418,327,489,213,599,431,174,158,181,465,187,395
10124,1752,2195,3509,1313,2006,1846,2270,1520,1380,1633,2699,1902,1976
285267,362,256,295,349,300,408,390,308,370,401,395,462,449
285266,19,41,13,30,23,42,56,24,34,21,16,31,30
100652824,22,11,0,5,7,12,6,6,9,0,9,6,16
285268,2918,2594,2606,2729,1877,3359,3390,2556,3147,2937,3754,3724,3714
653067,0,0,0,0,0,0,0,0,0,0,0,0,0
653061,0,33,3,0,32,0,22,17,36,0,0,36,29
255057,509,286,381,281,384,308,407,331,645,374,314,265,318
493901,0,0,0,0,0,0,0,0,0,0,0,0,0
493900,294,143,138,179,82,195,275,294,106,277,329,231,188
399512,342,158,201,210,172,93,155,129,147,121,155,121,119
125228,929,1104,926,1107,1010,1248,1203,884,1567,975,1243,1122,1260
1645,647,235,210,241,262,340,195,203,332,289,180,306,227
1644,0,0,0,0,0,0,0,0,0,0,0,0,0
285193,100,39,103,53,52,66,67,85,84,68,65,65,56
1646,748,297,116,249,228,227,334,225,277,295,165,264,230
1641,0,0,0,0,0,0,0,0,0,0,0,0,0
285194,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,1920,1305,1614,1449,998,1649,2010,1460,1608,1588,1675,1885,1992
1642,18945,16730,22350,19709,21351,22626,26218,19203,31582,21896,21659,20355,19798
1649,1722,1395,1569,1601,1222,1866,3658,2857,2121,2300,2427,3378,2726
84218,186,0,0,0,0,0,0,0,0,0,0,0,0
84219,1318,848,1258,896,836,1081,1278,903,1151,1019,1282,1117,1082
169714,2285,2322,2564,2588,2594,2475,3085,2187,4787,2209,2309,2518,2441
84215,6,17,3,10,19,11,17,9,0,15,3,9,23
84216,942,842,779,882,769,920,877,557,1034,603,826,772,744
84217,73,41,15,55,23,44,71,26,19,31,23,27,26
84210,0,3,0,0,0,11,16,0,9,0,0,5,0
729950,0,0,0,0,0,0,0,0,0,0,0,0,0
29949,8,0,0,0,0,0,0,0,0,0,0,0,0
29948,486,332,317,374,342,331,425,335,660,308,257,310,238
604,8716,6508,7579,6009,4411,4497,6250,4664,4098,4660,6245,5519,6563
29945,1841,1163,1195,1461,1086,974,1257,992,1580,983,977,1280,1453
29944,7,3,0,0,3,3,0,0,0,0,0,0,0
29947,0,0,0,0,0,0,0,0,0,0,0,0,0
29946,2667,1761,2050,1751,2117,1908,1955,1686,2487,1576,1911,1908,1717
29941,225,135,212,265,240,161,150,133,260,280,203,165,157
29940,17156,12775,16011,17003,12616,14758,18288,15229,14590,18703,13877,17760,18566
29943,147,216,189,179,102,158,159,130,215,153,95,150,126
29942,29,66,34,24,17,26,18,6,19,12,42,18,13
104355145,0,0,0,0,0,0,0,0,0,0,0,0,0
5432,3760,2936,3852,3686,4004,3907,3874,2805,6143,3199,3137,3053,3273
5433,1332,1141,1245,1311,1463,1452,1525,1167,2237,1333,1385,1424,1314
5430,24506,16255,22388,18105,17756,20295,22592,16831,27634,18966,18868,18525,17093
5431,6399,5145,5549,6034,5881,5908,6831,5021,8334,5428,5937,6204,6528
5436,2556,1846,2487,2264,2000,2094,2121,2107,3222,1992,1996,2034,2010
5437,2133,1854,2129,1659,1673,1514,1897,1442,2318,1612,1554,1445,1826
5434,8288,6859,9741,5381,6839,9040,7339,6515,7774,6677,6839,7018,5235
5435,2290,1587,2309,2071,1883,1784,2221,1690,2700,1656,1944,1864,1559
5438,1011,682,1162,1018,813,881,888,810,1042,855,960,898,745
5439,2178,1734,2418,2095,2049,2013,2122,1680,2655,1783,2009,1801,1599
164091,2004,1614,1984,1555,1660,1868,2390,1730,2756,1845,2013,1958,2155
23101,9,0,0,0,0,3,0,0,0,0,0,0,2
388011,3,0,0,6,0,0,0,0,0,0,0,0,0
114336,0,0,8,0,13,7,0,0,0,8,0,7,0
388015,0,0,0,0,0,0,0,0,0,0,0,0,0
114335,0,0,0,0,0,0,0,0,0,0,0,0,0
23107,3663,2860,3073,1416,3319,3990,3929,3099,4858,1610,3684,3675,3685
6320,4424,2356,3503,2720,3466,2635,3750,2795,3732,3032,1532,1311,1943
79798,1490,920,1445,1103,1079,1156,1129,920,1425,978,1181,1009,863
8581,0,0,0,0,3,0,0,0,0,0,0,0,0
283692,0,0,0,0,0,0,0,0,0,0,0,0,0
283693,0,9,15,0,0,0,10,0,0,0,6,9,9
127262,3825,3581,4133,4465,3325,5515,4298,3782,5295,3918,4016,4468,3696
283162,0,0,0,0,0,0,0,0,0,0,0,0,0
129852,7,6,0,6,0,0,0,0,0,0,0,0,0
389199,2,5,1,1,6,6,1,7,6,0,3,10,8
8270,696,470,722,553,561,490,642,599,686,629,379,600,475
56261,5611,3669,3685,4727,3640,2794,3468,2621,3311,2420,2902,3195,3479
113691,149,55,92,43,121,70,107,97,111,103,108,74,96
357,449,750,1138,1133,1038,968,1363,651,1513,1536,692,404,1108
356,0,0,0,0,0,0,0,0,0,0,0,0,0
355,4044,2973,3113,3775,2947,2611,3819,2782,3449,3261,3032,3438,3633
7507,674,492,410,618,432,385,472,378,545,350,425,446,534
353,4979,3453,4652,3848,5053,5476,4072,3612,5963,5016,4259,5333,3523
351,43599,28815,39679,37842,30265,36034,47447,43731,44422,43035,44921,48235,43118
7503,72,9,0,34424,0,6,21,6,9,3,32658,0,0
7508,4716,3069,3799,3417,2844,2484,4529,3542,4062,3683,2959,4212,4038
359,0,0,0,0,0,0,0,0,0,0,0,0,0
358,55,87,23,63,39,72,11,21,20,41,42,48,48
731779,0,0,0,10,0,0,0,0,0,0,0,0,0
10114,5110,4791,3866,4431,3823,4947,4591,3322,4148,4211,5292,5104,5352
654816,0,0,0,0,0,0,0,0,0,0,0,0,0
654817,0,0,0,0,3,0,0,0,0,0,0,0,0
255877,15,0,3,10,9,0,0,0,6,0,3,0,0
389658,9,0,0,0,0,0,0,0,0,0,0,0,0
10113,3630,2656,3266,3340,2953,4025,3256,2548,4531,2649,3730,3071,2473
101929780,1614,972,1021,860,827,377,819,489,821,635,651,696,807
10959,20226,19628,20511,23287,23497,24186,26992,18645,35922,20826,19349,19983,21989
10952,6651,5022,7129,6832,7518,6269,6309,5029,9581,5086,4474,4766,5009
64864,1706,1737,1867,1621,1598,1740,2001,1386,2016,1874,2145,1881,1991
10950,1636,1323,1271,1773,1371,1139,1150,888,1893,1058,961,1032,1231
64866,341,98,136,283,336,517,144,115,506,581,126,135,194
10956,33593,26015,30167,27386,25294,27403,31111,24072,25295,26931,28053,29685,27844
64860,864,589,700,634,634,529,681,573,931,535,651,573,626
64863,915,682,704,902,683,682,828,640,906,617,749,946,879
10955,15298,13601,11867,15821,11209,15437,16054,13013,15687,12515,13150,15899,12594
221823,0,0,0,0,0,0,0,0,0,0,0,0,1
150709,122,85,62,83,68,46,124,87,121,79,118,119,154
100616395,0,0,0,0,0,0,0,0,0,0,0,0,0
349565,49,21,7,53,15,20,22,12,3,48,19,15,21
595098,1,1,5,1,1,2,2,3,4,3,3,3,2
119504,3769,2889,3123,3402,2373,3288,2717,2493,2665,2904,3241,3430,3139
106144533,0,0,0,0,0,0,0,0,0,0,0,0,0
106144532,0,10,10,6,17,9,15,5,12,6,6,0,7
2259,0,5,0,0,0,0,3,0,0,0,0,0,0
2258,0,3,0,0,0,0,0,0,0,0,0,0,0
81631,10923,11777,10576,12666,9008,13221,11582,9353,10813,11700,12263,12600,10565
2256,547,1829,1817,1473,926,1454,1051,899,581,1020,2626,1238,2375
2255,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,0,14,0,0,4,0,0,0,0,0,0,6,6
154467,719,414,689,870,791,733,662,535,928,670,581,569,504
2251,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,1869,1598,1622,3227,2151,1802,1510,1103,7373,2251,1310,1262,2063
387680,6011,4321,4515,4670,4374,4145,5600,4647,5534,4239,4311,4360,4434
106144537,0,3,0,0,0,0,0,0,3,0,0,0,0
100616392,0,0,0,0,0,0,0,0,0,0,0,0,0
166929,3869,4337,3976,4709,3398,7313,4706,3673,4128,4451,6759,5149,4481
22919,8775,8249,9219,11480,9918,12078,9884,6994,15043,9450,10882,9499,7970
22918,0,0,0,0,0,3,0,0,6,0,0,0,0
22917,0,0,9,3,5,0,0,0,3,5,0,0,0
22916,4917,3983,4424,4542,4123,3629,4926,3472,6422,3575,3577,4037,4418
22915,0,0,0,0,0,0,0,0,0,0,0,0,0
22914,0,0,0,0,0,0,0,0,0,0,0,0,0
22913,14539,11660,12657,11011,9697,15712,11232,9332,11836,10811,15126,12173,11301
3681,0,0,0,0,0,0,0,0,0,0,0,0,0
22911,1474,1861,1528,1844,1265,1855,1537,1222,1761,1433,1933,1731,1670
2785,0,0,0,0,0,0,0,6,0,0,6,0,0
2784,842,389,732,474,576,139,612,372,785,297,272,318,465
56938,1684,1478,1605,2848,1756,2007,1544,1246,3719,2328,1699,1807,1723
2786,9,8,6,3,0,6,6,0,9,0,6,6,0
2781,183,412,170,385,203,368,173,144,131,179,413,182,257
2780,0,5,0,0,0,3,9,3,5,0,0,0,0
2783,13188,10342,15326,12790,12384,18532,13482,12416,21088,14910,15137,14213,12003
2782,34981,32202,38085,38080,34853,40892,37757,30757,50464,34773,39403,35267,31586
94031,1651,1229,1278,1697,938,986,722,526,790,783,1861,669,526
94030,0,6,0,0,0,0,0,0,0,0,0,0,0
94033,0,0,0,0,0,0,0,0,0,0,0,0,0
56931,1128,413,838,566,728,472,809,718,990,653,724,553,609
56936,0,0,0,0,0,0,0,0,0,0,0,0,0
56937,6137,5283,5520,4424,3387,8000,5072,3896,3641,5819,8196,6958,6349
116224,1534,1243,1266,1512,1152,1463,1496,1183,1842,1318,1544,1542,1367
56935,943,519,902,765,562,503,720,594,700,506,565,472,687
9465,303,225,204,203,186,181,190,133,211,209,240,224,260
9464,0,3,0,0,0,0,0,0,0,0,0,0,0
9467,4892,7186,7820,5708,6311,4693,6708,2794,5314,4582,2609,4937,6597
9466,282,142,345,189,317,213,256,255,526,443,226,170,228
57045,5679,5632,5063,6347,5104,6960,6115,4641,8087,5108,5637,5626,5202
9463,1481,1174,1439,1242,986,942,1430,917,1175,902,1109,918,778
9462,4861,3741,3597,3707,4380,3323,5540,3658,5952,4143,3520,3397,4018
57048,10750,6717,9433,7938,7182,7905,7323,5750,7377,6555,6119,4753,6052
9469,11414,8060,7097,12856,7595,13426,8014,7447,12519,9934,12442,10582,6570
9468,6,14,0,3,3,3,0,0,11,3,9,3,3
677767,6,0,0,3,3,6,0,0,0,6,3,0,3
677766,6,0,0,0,0,0,3,0,3,0,0,0,0
677765,0,1,0,3,1,0,2,3,3,0,0,0,3
54890,8834,7735,8911,8693,7307,8475,8071,6757,10447,7189,10191,8875,7558
54897,51,40,61,99,61,63,33,73,52,89,74,81,48
54896,1118,760,1016,907,789,940,866,847,1049,995,898,809,730
54894,22,2,0,19,0,4,0,3,0,4,0,3,6
54899,5693,3771,5447,5110,3649,5231,5360,4307,4022,4609,4710,5659,5397
54898,11,0,8,0,16,0,9,0,29,14,22,0,33
677769,40,17,26,34,34,27,54,23,35,52,78,40,27
677768,2,3,24,3,1,1,1,9,1,1,2,3,2
105373100,0,0,0,0,0,0,0,0,0,0,0,0,0
157285,2777,1118,2452,1669,1652,1693,2369,1443,3541,1442,1147,1296,996
9793,8299,6377,6981,8588,7907,8993,8831,6832,13428,7937,8930,8491,8005
9792,7186,6525,6868,8160,7094,6150,7591,5819,8489,6823,6940,7464,6800
101929625,0,0,0,0,0,0,0,0,0,0,0,0,0
101929624,0,0,0,0,0,0,0,0,0,0,0,0,0
9797,3114,2619,2897,3167,2923,3798,3110,2496,4585,3058,3526,3127,2744
9796,56,42,36,63,46,52,9,22,24,39,68,52,32
101929621,0,0,0,0,0,0,0,0,0,0,0,0,0
254042,798,555,584,597,433,422,660,544,706,461,470,644,580
9798,8598,7333,8532,7514,7107,7356,7648,5868,8279,6352,7199,6699,7588
254048,1884,1519,1525,1527,1264,1145,2046,1451,1762,1611,1658,1922,2058
113763,143,82,60,115,104,9,40,26,47,47,51,81,24
54769,0,0,0,0,0,0,0,0,0,0,0,0,0
54768,362,112,147,88,81,14,71,58,16,69,96,90,56
54760,324,96,248,131,80,129,163,111,54,66,164,112,155
54763,0,0,0,0,0,0,0,0,0,0,0,0,0
54762,89,34,73,35,61,69,22,27,77,33,57,48,146
54765,8137,7140,7625,7789,7389,9465,8975,6844,9640,8689,8718,8852,8078
54764,4341,4174,3588,4594,3499,4412,4145,2994,3892,3270,4495,4197,4159
54766,0,0,0,0,0,0,0,0,6,0,0,0,0
91120,256,149,151,173,156,113,248,118,209,141,89,152,201
347344,452,324,359,348,334,538,471,282,539,491,540,399,456
51659,169,119,133,247,474,207,206,99,1098,168,127,100,144
728858,0,0,0,0,0,0,0,0,0,0,0,0,0
163351,0,0,0,0,0,0,0,0,0,0,0,0,0
120146,0,0,0,0,0,0,0,0,0,0,0,0,0
728855,14,59,19,25,6,27,171,102,6,10,19,19,36
100463285,0,0,0,0,0,1,0,0,0,0,0,0,0
157869,0,0,0,0,0,6,0,3,0,0,9,7,0
56344,0,0,0,0,0,0,0,0,0,0,0,0,0
644128,1079,913,1020,721,606,1269,1035,830,1050,982,1373,1032,1164
102465539,3,4,0,3,1,0,0,2,4,2,4,3,3
102465538,16,12,8,9,6,5,4,10,20,10,8,9,15
79658,1464,1160,1576,1620,1604,1898,1485,1222,2183,1846,1628,1552,1561
79659,2299,2240,1475,1349,1339,1385,2208,1554,1804,2115,2236,2239,2085
79654,3795,2321,3310,3156,2949,3791,3428,2746,4437,3329,3719,3170,2975
79656,159,405,369,198,319,213,264,99,203,188,230,106,469
79657,1570,1274,1358,1634,1569,1577,1572,1213,2660,1130,1311,1382,1308
729815,0,0,0,0,0,0,0,0,0,0,0,0,0
79651,1002,551,939,905,665,748,921,771,1078,1074,920,1081,785
91782,3385,2952,3355,3479,2977,3716,3528,2588,4167,3221,3665,3387,3270
102723544,0,0,0,0,0,0,0,0,0,0,0,0,0
51129,3462,7234,1473,2630,1619,7273,2434,1193,6065,3047,5742,5031,3695
114815,0,0,0,0,0,0,0,0,0,0,0,0,0
114814,19,5,21,19,28,17,24,17,22,14,3,12,29
26768,22,13,29,38,23,14,43,40,68,31,13,16,19
26769,20,8,11,17,12,5,15,9,25,9,11,13,16
26765,8,7,2,5,6,2,2,7,14,2,2,6,6
26766,0,0,0,0,0,0,0,0,0,0,0,0,0
26767,0,0,0,0,0,0,0,0,0,0,0,0,0
26762,6,0,0,0,0,0,0,0,0,0,0,0,0
114818,1287,1165,900,1172,725,1031,1409,1101,1263,1030,1380,1169,861
100533179,2,1,3,5,5,112,16,9,210,2,2,13,2
100533178,0,0,0,0,0,0,0,0,0,0,0,0,0
100533177,0,0,0,0,0,0,0,0,0,0,0,0,0
144245,492,531,478,466,480,546,470,384,624,436,624,577,607
333929,0,0,9,0,3,0,32,14,0,0,0,0,0
333926,107,37,54,67,54,80,47,33,98,30,47,54,49
91875,832,683,711,768,537,672,884,585,1099,634,666,613,631
642402,174,151,152,114,85,28,152,88,74,70,86,84,101
472,5242,3368,3457,3813,3532,3423,4058,2622,5218,4024,4203,4398,4750
473,11273,7826,9462,6654,7104,8014,9043,6963,8798,7981,8760,7891,7595
471,3429,2228,3477,3789,3075,3277,3501,2899,6255,3263,3128,3204,2151
476,20939,15533,17794,20535,19350,27241,21565,15994,27729,21936,22028,19954,15759
477,978,441,413,136,88,536,122,44,22,194,307,440,368
474,0,0,0,0,0,0,0,0,0,0,0,0,0
475,2012,1414,2179,1947,1785,1801,1644,1414,2505,1681,1369,1382,1346
478,9,27,11,17,11,33,21,34,32,11,39,33,6
479,0,0,0,0,0,0,0,0,0,0,0,0,0
100128573,0,3,0,0,0,0,0,0,6,12,6,3,1
1659,2871,2445,3213,3273,2973,3866,3539,2828,4161,3776,3765,3526,2838
3998,18590,21821,24018,25667,31233,26961,31177,19811,38640,23221,18846,21359,25801
3996,4953,3341,4862,3446,4273,4140,4554,3630,5785,4169,4597,3564,3953
3995,12491,8651,12294,15063,7257,7687,11187,9888,9815,9897,10644,13576,10344
3993,53,21,6,3,11,6,0,9,2,8,28,22,9
3992,4768,2813,3182,3513,3763,5635,3701,3379,4138,4558,4525,4533,3528
3991,255,91,159,128,181,147,165,119,283,104,195,121,84
3990,14,19,38,18,8,6,6,13,0,43,8,23,47
440482,199,202,107,76,132,55,128,102,98,107,145,125,261
100192204,1,3,1,0,0,1,2,1,0,0,0,1,2
645369,0,3,0,0,0,7,6,0,3,19,3,3,0
105369954,3,0,0,0,0,0,0,0,18,0,0,0,0
93432,0,3,0,0,0,0,0,0,0,0,3,0,6
93436,1994,1322,2068,1820,2068,1999,2062,1521,3330,1865,1822,1677,1390
27177,0,0,0,0,0,0,0,0,0,0,0,0,0
27175,2905,1461,2013,1886,1535,1181,1768,1338,1899,1257,1504,1406,1797
27173,7658,5533,6373,5861,5966,6366,6420,5244,7789,5838,5551,5517,5065
55588,911,2159,849,2490,854,2627,2670,2180,1101,2587,2451,2493,2322
3682,959,674,928,881,610,625,832,635,908,556,696,721,755
55586,58,17,44,29,20,4,75,66,13,4,20,34,31
51603,2093,1511,1757,1892,1689,1867,2080,1722,2948,1910,1954,1938,1625
55585,6163,5059,5346,5574,5162,5755,5974,4600,6820,4835,5310,5257,5052
51605,855,651,657,903,916,672,859,702,1425,741,696,750,684
140545,40,63,22,29,26,20,19,6,19,3,28,19,42
27178,0,0,0,0,0,0,0,0,0,0,0,0,0
51606,2577,2373,2330,2883,2103,2566,2313,1978,3291,1757,2305,1982,2127
3680,31,17,17,27,36,3,9,7,14,9,14,41,33
56052,2021,1437,2033,1997,2108,2402,2414,1889,3481,1990,2096,1987,1584
100129518,17,3,18,9,6,9,0,0,0,0,0,6,0
645367,0,0,0,0,0,0,0,0,0,0,0,0,0
84106,15,3,18,6,5,3,6,14,7,0,3,9,15
84107,76,54,84,75,69,27,65,127,27,211,156,127,19
140893,0,0,0,0,0,0,0,0,0,0,0,0,0
140890,4718,3808,3977,4238,3849,2834,4231,2988,4665,3200,3469,3943,4047
140894,3,0,0,0,0,0,0,0,0,3,0,0,0
128272,1554,1262,1237,967,811,429,1229,1102,623,792,709,698,1079
85320,21,0,0,0,9,9,5,6,0,8,7,0,9
253558,1202,927,940,1503,901,1085,1092,759,1270,1059,1210,1220,834
253559,3,0,6,0,11,0,0,0,0,0,0,3,0
200232,5,4,0,5,5,0,0,0,0,5,2,0,0
390535,0,0,13,0,0,0,11,8,0,0,0,0,0
390538,0,0,0,0,0,0,0,0,0,0,0,0,0
390539,0,0,0,0,0,0,0,0,0,0,0,0,0
693202,0,0,1,0,0,0,0,0,0,0,0,0,0
693203,0,0,0,0,0,0,0,0,0,0,0,0,0
693200,2,1,2,0,2,0,4,0,0,2,0,0,1
693201,14,17,6,2,10,3,11,7,6,12,9,12,7
693206,1,1,1,1,1,1,1,1,1,1,1,1,1
693207,0,0,0,0,0,0,0,0,0,0,0,0,0
693204,0,0,1,0,0,0,0,0,0,0,3,1,0
693205,0,0,0,0,0,0,0,0,0,0,0,0,0
100126326,1,0,0,0,0,0,0,0,0,0,0,0,0
100126327,0,0,0,0,0,0,0,0,0,0,0,0,0
644943,9,0,9,0,0,3,3,0,30,0,0,0,0
693209,0,0,0,0,0,0,0,2,0,0,0,1,0
644945,0,0,0,0,0,0,0,0,0,0,0,0,0
64926,0,6,2,0,0,7,6,6,6,3,9,0,0
100126320,0,0,0,0,0,0,0,0,0,0,0,0,0
100126321,1,1,1,1,1,1,1,1,1,1,1,1,1
441168,45,26,90,25,83,69,37,9,123,29,68,62,85
441161,14,9,10,0,5,0,0,0,4,9,6,3,0
64922,0,0,0,0,0,0,0,0,0,0,0,0,0
137886,2018,1806,1356,2027,1508,1487,1619,1386,1595,1620,1714,2102,2049
3854,65,0,0,0,0,0,0,0,0,0,0,0,0
84058,890,979,1171,845,1010,1189,773,578,1220,1017,918,803,1035
84059,0,0,0,0,0,0,3,6,0,0,0,0,0
84056,1711,2020,1752,2339,1586,2863,1823,1504,2499,1798,2430,2216,1878
84057,59,23,29,53,61,35,30,11,165,13,9,9,25
84054,12,11,11,3,14,6,17,14,0,9,11,0,15
619373,5,0,0,0,0,2,3,0,0,0,0,0,3
113402,2399,2065,1941,2147,1707,1672,2178,1515,2449,986,1479,1696,1783
3207,367,298,262,191,313,247,283,252,523,154,202,281,279
3206,3709,3047,3408,2844,2304,2319,2599,2141,2780,1798,1884,2818,2734
3205,2033,1223,1999,1577,1991,1485,3308,2019,2959,1531,1208,1972,2536
3204,1077,771,1158,931,748,654,876,820,997,751,533,826,623
403274,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,1033,824,1666,693,815,520,1928,1142,1077,731,398,883,948
3201,346,259,318,260,259,221,277,230,366,178,228,211,409
3200,1136,794,1571,688,765,302,1268,806,636,685,441,654,991
403278,0,0,0,0,0,0,0,0,0,0,0,0,0
100505687,228,147,164,190,157,206,275,162,305,163,191,227,201
100505683,13,0,20,6,0,0,0,0,5,0,7,0,8
3209,15,33,11,27,7,25,0,11,16,14,10,39,11
3208,3,14,3,3,6,6,5,6,0,0,6,3,10
3858,1267,709,1048,973,1080,1013,1125,768,1739,925,952,890,1039
3859,0,0,3,0,0,0,0,0,6,0,0,0,0
558,22380,23240,26434,43349,34558,49003,41271,31126,57587,38496,38396,36416,36478
554,0,0,0,0,0,0,0,0,0,0,0,0,0
551,0,2,0,0,0,0,0,0,0,0,0,0,0
550,7007,3811,5517,5672,4346,4796,5640,4484,6975,4263,4875,5077,4686
553,0,0,0,0,0,0,0,0,0,0,0,0,0
552,0,0,0,0,0,0,0,0,0,0,0,0,0
5408,0,0,0,0,0,0,0,0,0,0,0,0,0
284009,3,5,3,0,0,0,0,0,4,0,0,0,3
284004,788,367,570,364,361,448,504,383,420,299,506,459,623
284001,3458,994,2594,938,878,1070,2129,1821,1726,1672,1811,871,1068
5533,1738,1355,1386,1918,1440,1782,1585,1467,1937,1422,1813,1851,1411
5532,5371,4719,4881,5345,4564,6686,4715,3789,6605,5210,5214,5038,4902
5531,5760,3924,6215,5921,5615,5520,5567,3874,8077,4799,4800,4551,3893
5530,4712,3833,5874,4953,5264,4231,5485,3949,6120,4323,4431,5203,5974
5537,2838,4979,4420,5446,2683,3407,4798,3992,5461,2675,4958,3229,2998
5536,3793,2987,4017,3700,3503,3374,3467,2840,5593,3169,3298,3167,2767
5535,0,0,0,0,0,0,0,0,0,0,3,0,0
5534,3268,3355,3541,3755,3396,4705,4195,3214,6254,3891,4279,4280,3806
5539,0,0,0,0,0,0,0,0,0,0,0,0,0
5538,3014,1887,2985,3144,3642,3085,3233,2627,5785,3328,2781,2730,3001
89766,0,0,3,0,0,0,0,0,0,0,0,0,0
89765,31,10,3,3,3,0,3,6,6,7,0,9,0
339210,93,38,86,52,43,86,88,36,106,71,75,52,68
23251,206,307,290,221,379,241,261,138,366,187,237,217,112
100131289,46,13,39,18,6,6,14,0,8,0,0,4,5
132014,87,62,41,86,51,50,50,26,163,66,21,66,32
6572,0,0,0,0,0,0,0,3,0,3,3,0,0
6573,481,539,630,532,528,402,507,399,1015,529,528,458,462
6570,0,0,0,0,0,0,0,0,0,0,0,0,0
6571,0,3,0,3,3,0,0,0,0,0,9,0,0
6576,5122,3880,5304,4116,4586,5450,5311,4462,7198,4910,4707,4380,4301
6574,12790,6947,7838,6728,10201,6602,9096,5261,16255,7688,5349,7025,7813
6575,3641,2832,3998,4169,3296,3807,2995,3304,4829,4299,3521,3104,2122
6578,41,3,11,0,9,17,14,17,38,13,14,6,9
6579,0,0,0,0,0,0,0,0,0,0,0,0,0
158158,3,15,7,14,9,0,24,15,31,22,9,27,32
10763,1142,1324,2236,568,1346,1654,958,441,2944,746,1270,405,955
643418,0,0,0,0,0,0,0,0,0,0,0,0,0
643414,5,0,0,0,0,0,0,0,0,0,0,0,0
401127,13,9,5,3,14,3,9,0,6,7,9,13,6
401124,0,0,0,0,0,0,0,0,0,0,0,0,0
102724421,0,0,0,0,0,0,0,0,0,0,0,0,0
102724428,813,565,1321,887,867,569,859,971,389,819,646,1353,1089
286336,144,88,156,102,141,133,182,148,185,178,188,145,145
286333,1655,1017,1199,998,1095,1025,1548,952,1921,1110,889,1068,977
100507468,4,0,0,0,0,0,7,0,0,0,0,0,0
84878,1528,897,1180,1106,970,1346,1044,948,1347,1089,1267,1117,915
84879,323,298,217,400,383,272,388,202,1053,293,199,275,295
84874,2447,1263,1375,1042,780,645,1666,935,1163,905,1113,1199,1303
84875,2666,1282,1627,911,1145,1388,1668,1346,1564,1584,1589,1687,1735
84876,709,433,610,757,543,754,726,699,1307,828,578,676,527
100507463,141,65,137,68,143,80,71,53,81,48,44,74,91
100507464,0,0,0,0,0,0,0,0,0,0,0,0,0
84871,0,7,0,0,3,0,0,0,3,0,3,0,3
84872,499,431,505,466,440,703,508,443,581,565,652,598,541
84873,0,0,0,0,0,0,3,0,0,0,0,0,0
51765,638,625,477,552,662,685,678,396,996,595,755,601,584
101928048,0,0,0,0,0,0,0,0,0,0,0,0,0
154664,11,5,0,0,0,161,6,0,29,7,40,10,35
51763,2038,1620,2007,1910,1586,2289,2157,1841,1991,1952,2197,2121,1703
51760,38,0,10,9,0,0,6,0,3,0,6,0,6
51761,179,45,41,44,58,41,33,14,47,49,26,69,21
283869,19,13,20,18,41,38,54,29,92,28,35,31,35
283860,13,16,16,7,11,6,12,25,0,4,3,36,25
283867,19,14,0,0,3,0,5,22,0,15,14,6,10
81341,0,0,0,0,0,0,0,0,0,0,0,0,0
81343,0,0,0,0,0,0,0,0,0,0,0,0,0
159162,0,0,0,0,0,0,0,0,0,0,0,0,0
159163,0,0,0,0,0,0,0,0,0,0,0,0,0
5911,2706,2508,2007,2293,2020,3372,2339,1836,3323,2338,3059,2807,2616
246754,7,1,0,3,0,0,0,2,0,0,2,0,0
